"track_name","track_artist","track_popularity","danceability","energy","speechiness","valence"
"Like a Rolling Stone - Live at Royal Albert Hall, London, UK - May 26, 1966","Bob Dylan",61,16,87,9,50
"Sunshine Of Your Love","Cream",16,69,59,4,74
"Creep","Radiohead",20,53,34,4,13
"Touch Me","The Doors",67,42,90,7,77
"Money - 2011 Remastered Version","Pink Floyd",15,47,54,15,78
"Go Your Own Way","Fleetwood Mac",26,60,81,3,82
"All Right Now","Free",22,77,45,9,74
"Pinball Wizard","The Who",18,54,72,4,47
"Enter Sandman","Metallica",73,58,82,3,64
"Free Fallin'","Tom Petty",76,62,45,3,57
"Listen to the Music","The Doobie Brothers",75,64,60,3,91
"Kashmir - 2012 Remaster","Led Zeppelin",63,48,62,5,59
"You Really Got Me","The Kinks",16,57,96,10,96
"Don't Stop - 2004 Remaster","Fleetwood Mac",67,67,72,4,83
"Cum on Feel the Noize","Quiet Riot",70,44,91,12,63
"Panama","Van Halen",15,52,99,11,30
"Immigrant Song - Remaster","Led Zeppelin",77,56,93,6,62
"My Sharona","The Knack",73,59,70,4,90
"Life in the Fast Lane - 2013 Remaster","Eagles",72,67,76,7,88
"Dirty Deeds Done Dirt Cheap","AC/DC",73,67,91,17,51
"Won't Get Fooled Again - Original Album Version","The Who",15,69,92,6,22
"Good Times Bad Times - 1993 Remaster","Led Zeppelin",70,48,72,9,75
"La Grange - 2005 Remaster","ZZ Top",74,55,64,22,61
"The Boys Are Back In Town","Thin Lizzy",74,44,71,5,77
"T.N.T.","AC/DC",77,75,76,30,44
"A Horse with No Name","America",77,65,51,5,83
"Born in the U.S.A.","Bruce Springsteen",75,40,95,6,58
"London Calling - Remastered","The Clash",73,65,80,5,78
"Iron Man - 2014 Remaster","Black Sabbath",66,34,79,8,42
"Light My Fire","The Doors",72,41,72,3,44
"My Generation - Mono Version","The Who",56,30,79,7,72
"Rock’N Me - Alternate Version 1","Steve Miller Band",13,53,85,4,96
"Under the Bridge","Red Hot Chili Peppers",81,56,34,5,46
"Runnin' Down A Dream","Tom Petty and the Heartbreakers",19,47,96,5,68
"Let It Rain","Eric Clapton",15,43,68,3,69
"Walk This Way","Aerosmith",65,63,78,5,87
"Dream On","Aerosmith",61,41,53,3,18
"I Love Rock 'N Roll","Joan Jett & The Blackhearts",72,54,72,4,90
"Rich Girl","Daryl Hall & John Oates",70,57,68,18,82
"Don't Stop Believin'","Journey",74,49,80,4,47
"All Along the Watchtower","Jimi Hendrix",57,43,81,7,62
"Even Flow","Pearl Jam",75,39,94,8,26
"All Out of Love","Air Supply",67,51,26,3,36
"Carry On Wayward Son","Kansas",55,41,68,3,82
"Under the Graveyard","Ozzy Osbourne",71,50,88,4,15
"Hold the Line","TOTO",49,48,88,6,78
"Sex on Fire","Kings of Leon",12,54,90,5,43
"It's Still Rock and Roll to Me","Billy Joel",66,75,68,15,54
"Africa","TOTO",50,68,58,3,71
"Don't Bring Me Down","Electric Light Orchestra",70,64,87,3,80
"American Girl","Tom Petty and the Heartbreakers",5,56,73,3,82
"Learn to Fly","Foo Fighters",73,46,92,4,54
"More Than a Feeling","Boston",78,38,68,3,29
"(Don't Fear) The Reaper","Blue Öyster Cult",7,37,93,6,53
"Free Ride","The Edgar Winter Group",46,69,74,7,77
"Surrender","Cheap Trick",48,52,95,4,87
"Rebel Rebel - Remastered","David Bowie",45,63,89,5,50
"Cover Me","Bruce Springsteen",5,52,78,5,82
"Working for the Weekend","Loverboy",12,53,92,4,79
"What I Like About You","The Romantics",66,54,92,5,92
"Two Tickets To Paradise","Eddie Money",45,61,84,3,69
"Evil Ways","Santana",60,70,53,4,73
"Pride and Joy","Stevie Ray Vaughan",57,43,69,4,75
"Sweet Emotion","Aerosmith",73,38,76,4,49
"Enter Sandman","Metallica",23,58,82,3,64
"Only the Good Die Young","Billy Joel",64,58,87,16,76
"Mr. Blue Sky","Electric Light Orchestra",79,39,34,3,48
"Keep on Loving You","REO Speedwagon",49,32,74,3,37
"Alive","Pearl Jam",75,28,88,4,60
"Barracuda","Heart",73,55,69,4,67
"Use Somebody","Kings of Leon",48,27,76,5,16
"Thunderstruck","AC/DC",81,50,89,4,26
"Crazy Train","Ozzy Osbourne",77,45,91,12,47
"Purple Haze","Jimi Hendrix",71,53,90,8,49
"Walk This Way","Aerosmith",72,65,73,4,89
"Walk On the Wild Side","Lou Reed",74,57,32,11,38
"Dancing In the Dark","Bruce Springsteen",76,53,94,4,50
"Take Me Home Tonight","Eddie Money",67,61,77,4,75
"Smokin'","Boston",62,20,80,7,52
"I Want You to Want Me - Live at Nippon Budokan, Tokyo, JPN - April 1978","Cheap Trick",51,34,89,4,40
"You Make My Dreams","Daryl Hall & John Oates",77,75,50,6,90
"Bohemian Rhapsody - 2011 Remaster","Queen",9,39,40,5,24
"All the Young Dudes","Mott The Hoople",62,43,67,4,40
"Lola - Live at Providence Civic Center, Providence, RI - September 1979","The Kinks",51,49,78,9,48
"Beds Are Burning - Remastered","Midnight Oil",65,75,43,4,30
"Any Way You Want It","Journey",71,53,93,5,57
"Your Love","The Outfield",71,58,65,6,62
"Train in Vain - Remastered","The Clash",64,76,72,4,97
"Piano Man","Billy Joel",74,33,55,3,43
"Black Magic Woman","Santana",61,50,55,3,63
"Livin' Thing","Electric Light Orchestra",69,55,65,3,37
"Lido Shuffle","Boz Scaggs",43,59,78,3,67
"Danger Zone - From ""Top Gun"" Original Soundtrack","Kenny Loggins",71,54,90,5,65
"She Bangs the Drums - Remastered","The Stone Roses",61,34,98,9,67
"Where The Streets Have No Name - Single Edit","U2",3,50,86,4,35
"Everlong","Foo Fighters",77,41,88,4,36
"Go Your Own Way - 2004 Remaster","Fleetwood Mac",73,59,94,4,83
"Heroes - Single Version [Remastered]","David Bowie",43,50,68,3,58
"Tom Sawyer","Rush",3,54,86,4,58
"Like a Stone","Audioslave",75,61,57,3,52
"Foxey Lady","Jimi Hendrix",46,51,85,4,59
"Piece of My Heart","Big Brother & The Holding Company",67,44,73,14,57
"Sweet Home Alabama","Lynyrd Skynyrd",14,58,63,3,94
"Brandy (You're a Fine Girl)","Looking Glass",72,72,62,6,83
"Burnin' for You","Blue Öyster Cult",67,53,73,4,69
"Jessie's Girl","Rick Springfield",70,73,83,5,82
"Mississippi Queen","Mountain",68,58,62,8,64
"Fortunate Son","Creedence Clearwater Revival",1,63,76,4,43
"Cat Scratch Fever","Ted Nugent",58,55,92,3,63
"Honky Tonk Women","The Rolling Stones",2,56,68,6,97
"American Woman - 7"" Version","The Guess Who",53,54,84,4,88
"Starman - Single Mix","David Bowie",43,31,43,3,58
"Another One Bites the Dust / All Right Now","Genital Motors",42,75,65,5,69
"Wish You Were Here","Pink Floyd",76,48,26,4,38
"Eye of the Tiger","Survivor",72,82,44,3,55
"Separate Ways (Worlds Apart)","Journey",67,45,96,7,38
"Rock You Like a Hurricane","Scorpions",61,58,83,4,67
"Breaking the Law","Judas Priest",27,36,96,9,50
"The Joker","Steve Miller Band",75,60,45,4,80
"Kodachrome","Paul Simon",61,59,70,3,90
"Band On The Run - Remastered 2010","Paul McCartney",71,48,60,3,67
"Use Me","Bill Withers",63,76,59,6,95
"Old Time Rock & Roll","Bob Seger",72,71,94,4,96
"Turn! Turn! Turn! (To Everything There Is a Season)","The Byrds",42,45,81,5,74
"Hard To Handle","The Black Crowes",2,60,80,4,96
"Because the Night","Patti Smith",58,44,79,4,55
"Take It Easy - 2013 Remaster","Eagles",75,57,67,3,74
"American Girl","Tom Petty and the Heartbreakers",73,55,82,3,78
"Feel Like Makin' Love - 2015 Remaster","Bad Company",68,54,53,3,75
"I Won't Back Down","Tom Petty",71,76,48,3,96
"Hold On Loosely","38 Special",59,55,71,3,82
"Gimme Three Steps","Lynyrd Skynyrd",14,64,82,6,92
"Ramblin' Man","The Allman Brothers Band",15,31,83,4,93
"Life in the Fast Lane - 2013 Remaster","Eagles",51,67,76,7,88
"Photograph","Def Leppard",64,60,88,5,62
"Can't You See","The Marshall Tucker Band",14,41,71,3,54
"Tom Sawyer","Rush",73,54,90,4,67
"Runnin' Down A Dream","Tom Petty",49,46,92,4,79
"Just What I Needed","The Cars",69,62,58,5,69
"Hard To Handle","The Black Crowes",68,59,79,4,96
"Midnight Rider","The Allman Brothers Band",15,39,33,3,62
"Take The Money And Run","Steve Miller Band",67,56,64,5,84
"Limelight","Rush",69,58,85,4,79
"Pour Some Sugar On Me - Remastered 2017","Def Leppard",74,27,95,10,57
"Simple Man","Lynyrd Skynyrd",69,42,75,4,40
"Blinded By The Light","Manfred Mann's Earth Band",61,46,70,7,51
"Panama","Van Halen",51,52,99,11,30
"Peace of Mind","Boston",69,42,68,3,68
"Black Water - 45 Version","The Doobie Brothers",62,54,31,4,65
"Juke Box Hero","Foreigner",67,36,65,7,52
"Rock'n Me","Steve Miller Band",64,70,58,7,89
"She Talks To Angels","The Black Crowes",63,58,53,3,31
"(Don't Fear) The Reaper","Blue Öyster Cult",75,33,93,7,38
"China Grove","The Doobie Brothers",67,62,91,4,74
"Hurts So Good","John Mellencamp",69,78,74,4,97
"Renegade","Styx",66,49,55,3,66
"Beast Of Burden - Remastered","The Rolling Stones",18,79,87,3,86
"Runnin' with the Devil - 2015 Remaster","Van Halen",70,47,90,6,42
"I Want You to Want Me","Cheap Trick",70,81,46,3,74
"Bad Moon Rising","Creedence Clearwater Revival",76,51,77,3,94
"Wanted Dead Or Alive","Bon Jovi",14,26,80,4,29
"Here I Go Again - 2018 Remaster","Whitesnake",65,29,82,4,24
"All Right Now","Free",70,79,47,8,82
"Ramblin' Gamblin' Man","Bob Seger",15,61,86,5,88
"Lonely Is The Night - Remastered","Billy Squier",61,35,80,4,67
"Sister Christian","Night Ranger",55,44,57,4,21
"Layla - 40th Anniversary Version / 2010 Remastered","Derek & The Dominos",74,40,90,7,50
"The Stroke - Remastered","Billy Squier",64,67,59,6,80
"Refugee","Tom Petty and the Heartbreakers",63,58,70,3,76
"Kickstart My Heart","Mötley Crüe",76,36,97,28,25
"Casey Jones - 2013 Remaster","Grateful Dead",64,67,40,4,83
"Foreplay / Long Time","Boston",11,44,66,5,21
"The Spirit Of Radio","Rush",67,36,92,5,63
"Glory Days","Bruce Springsteen",67,57,96,3,98
"Hot for Teacher - 2015 Remaster","Van Halen",67,55,95,15,47
"Slow Ride - 45 Version","Foghat",64,49,59,5,66
"Baba O'Riley","The Who",76,49,72,4,15
"Bad Company - 2015 Remaster","Bad Company",63,55,47,3,44
"Freewill","Rush",60,48,94,7,68
"Take It On the Run","REO Speedwagon",65,37,76,4,45
"Born to Run","Bruce Springsteen",73,27,94,10,61
"Mama, I'm Coming Home","Ozzy Osbourne",69,28,66,3,24
"Sharp Dressed Man - 2008 Remaster","ZZ Top",72,60,86,3,45
"American Woman - Remastered","The Guess Who",67,55,73,5,37
"Ramble On - 1990 Remaster","Led Zeppelin",70,47,61,3,89
"You Ain't Seen Nothing Yet","Bachman-Turner Overdrive",68,48,44,4,76
"Rocky Mountain Way","Joe Walsh",11,32,67,4,70
"Cold as Ice","Foreigner",68,52,49,3,47
"Round and Round","Ratt",63,62,96,6,40
"Stuck In The Middle With You","Stealers Wheel",71,80,56,4,96
"Who Are You","The Who",12,65,63,5,52
"Killer Queen - 2011 Mix","Queen",67,54,65,6,61
"Rockin' in the Free World","Neil Young",65,49,88,3,52
"Hit Me With Your Best Shot","Pat Benatar",68,74,58,3,94
"Jailbreak","Thin Lizzy",60,62,76,13,71
"Start Me Up - Remastered","The Rolling Stones",76,63,93,4,97
"Somebody To Love - 2011 Mix","Queen",69,50,69,6,36
"Rebel Yell","Billy Idol",71,53,86,6,48
"Don't You (Forget About Me)","Simple Minds",45,66,82,3,68
"Paradise City","Guns N' Roses",16,27,95,9,50
"Paradise By the Dashboard Light","Meat Loaf",50,33,87,12,49
"Nothin' But A Good Time - Remastered 2006","Poison",65,58,97,8,53
"Fortunate Son","Creedence Clearwater Revival",80,64,66,4,66
"Carry on Wayward Son","Kansas",74,48,79,3,79
"Can't Get Enough - 2015 Remaster","Bad Company",56,64,69,4,77
"Won't Get Fooled Again - Remix","The Who",61,70,84,4,27
"Born To Be Wild - Single Version","Steppenwolf",67,44,73,10,54
"We're An American Band - Remastered 2002","Grand Funk Railroad",59,64,89,7,92
"Gimme Shelter","The Rolling Stones",75,63,63,3,49
"All Along the Watchtower","Jimi Hendrix",76,44,80,6,56
"Sweet Child O' Mine","Guns N' Roses",22,45,90,5,70
"Everybody Wants You - Remastered 2002","Billy Squier",55,53,91,5,96
"Hit Me With Your Best Shot - Remastered","Pat Benatar",44,71,70,3,94
"Paranoid - 2016 Remaster","Black Sabbath",68,42,66,7,45
"Welcome To The Jungle","Guns N' Roses",19,44,96,9,34
"Hanggang Kailan - Umuwi Ka Na Baby","Orange & Lemons",66,56,67,3,40
"Upside Down","6cyclemind",58,58,49,2,43
"Ang Huling El Bimbo","Eraserheads",61,52,63,2,48
"Umaaraw, Umuulan","Rivermaya",1,56,86,3,61
"Sandalan","6cyclemind",57,48,84,3,78
"Beer","Itchyworms",58,54,69,3,47
"Narda","Kamikazee",58,60,76,4,31
"Sundo","Imago",62,49,52,2,33
"The Day You Said Goodnight","Hale",66,56,55,3,25
"Akin Ka Na Lang","Itchyworms",56,70,66,4,92
"Ligaya","Eraserheads",54,55,72,9,68
"Magbalik","Callalily",65,40,56,3,34
"Martyr Nyebera","Kamikazee",54,29,93,18,38
"Migraine","Moonstar88",61,66,54,3,22
"Noypi","Bamboo",52,54,61,3,30
"Liwanag Sa Dilim","Rivermaya",1,61,60,3,48
"Ipagpatawad Mo","Mayonnaise",4,29,76,5,46
"Stars","Callalily",60,50,56,3,44
"Masaya","Bamboo",58,50,37,4,30
"With A Smile","Eraserheads",52,32,48,3,40
"Kung Wala Ka","Hale",51,50,34,3,16
"Alipin","Shamrock",53,73,19,3,38
"Jeepney","Sponge Cola",58,45,74,4,27
"Halaga","Parokya Ni Edgar",61,49,57,4,64
"Pare Ko","Eraserheads",56,48,49,3,44
"Bagsakan","Parokya Ni Edgar",54,78,94,10,65
"Binibini","Brownman Revival",1,64,52,4,70
"Gusto Ko Lamang Sa Buhay","Itchyworms",51,50,84,4,68
"Tensionado","Soapdish",1,53,53,3,25
"Porque","Maldita",0,38,32,3,50
"Akap","Imago",0,22,47,3,18
"Overdrive","Eraserheads",49,40,34,4,34
"Stay","Cueshé",57,31,49,3,16
"Harana","Parokya Ni Edgar",45,52,53,7,63
"214","Rivermaya",63,54,56,3,24
"Sige","6cyclemind",52,38,75,5,52
"Lintik","Brownman Revival",51,57,80,9,97
"Torete","Moonstar88",57,36,40,3,31
"This Guy's In Love With You Pare","Chito Miranda",0,72,74,5,96
"Magpakailanman","Rocksteddy",50,68,56,3,33
"Your Love","Alamid",51,35,36,4,24
"The Yes Yes Show","Parokya Ni Edgar",46,61,94,23,60
"Klsp","Sponge Cola",47,47,92,4,46
"Ituloy Mo Lang","Siakol",0,38,74,3,35
"241 (My Favorite Song)","Rivermaya",0,70,31,3,17
"Harana","Parokya Ni Edgar",62,58,16,6,42
"Anghel","Stonefree",47,31,82,4,37
"Tabing Ilog","Barbie's Cradle",46,35,34,4,38
"Sugod","Sandwich",42,52,91,12,88
"Pangarap","Barbie's Cradle",41,68,40,2,57
"First of Summer","Urbandub",49,29,92,14,45
"Kung Di Rin Ikaw","Mayonnaise",42,45,96,5,60
"Gemini","Sponge Cola",49,41,52,3,18
"Endless, a Silent Whisper","Urbandub",46,19,75,8,30
"Sama-Sama","Alamid",42,49,67,4,74
"As the Music Plays the Band","Bamboo",43,66,93,5,77
"Bumalik Ka Na","Mayonnaise",41,45,97,8,56
"Idlip","Imago",0,47,46,3,29
"Define","Hilera",40,53,93,4,46
"Superhero","Sandwich",38,42,82,5,76
"Ordinary Man (feat. Elton John)","Ozzy Osbourne",71,43,60,3,13
"I Don't Wanna Get Wise","The Who",41,49,90,4,40
"Unbroken","Bon Jovi",56,23,67,4,41
"Low","Lenny Kravitz",57,80,68,4,93
"Go Downtown","J.J. Cale",45,59,40,4,66
"Hello Sunshine","Bruce Springsteen",56,55,44,3,27
"You’re The Best Thing About Me","U2",60,65,78,4,81
"We Stand as One","Wishbone Ash",41,49,78,3,71
"Gimme Some Truth","Cheap Trick",41,57,84,3,66
"Days Gone By","Van Morrison",50,74,71,6,82
"Déjà Vu","Roger Waters",52,55,33,3,18
"Ball and Chain","The Who",33,44,85,3,27
"Long Time","Blondie",47,52,81,3,44
"Shine A Light","Bryan Adams",53,55,86,4,69
"Loves Missing","Iggy Pop",51,42,57,4,52
"Life Is Good","Ringo Starr",37,65,67,3,81
"Where Are You Eden?","Magnum",40,57,89,4,29
"Liberty Lane","Status Quo",37,62,68,3,97
"All I Got Is You","Deep Purple",40,38,91,6,35
"Stop Loving Her Today","Rod Stewart",30,41,56,3,30
"Chelsea","TOTO",43,70,61,4,58
"Killing Floor","Steve Miller Band",2,74,83,3,70
"Come On To Me","Paul McCartney",40,68,88,3,81
"From Out of Nowhere","Electric Light Orchestra",47,15,64,4,36
"The Soul Searchers","Paul Weller",41,68,58,3,48
"Down Came the Rain","Electric Light Orchestra",49,55,82,4,57
"What’s My Name","Ringo Starr",35,48,84,3,72
"I Hear You Paint Houses","Robbie Robertson",5,76,63,5,60
"Estonia","Marillion",31,36,49,3,20
"So Lonely - My Songs Version","Sting",45,64,87,13,74
"$20 Fine","Jimi Hendrix",44,57,89,4,74
"Cat Fight (Over A Dog Like Me)","Stray Cats",31,48,79,4,64
"For One Night Only","Simple Minds",5,43,89,6,23
"No Erasin'","Steve Perry",39,54,87,4,30
"The May Queen","Robert Plant",45,35,71,4,68
"Milky Way","Neil Young",36,58,14,4,19
"Who's Laughing Now","Hollywood Vampires",33,56,91,4,62
"The Dirt (Est. 1981) [feat. Machine Gun Kelly]","Mötley Crüe",56,42,86,7,37
"All This Music Must Fade","The Who",33,50,93,4,50
"Trouble Is Your Middle Name","Whitesnake",46,31,99,10,14
"Morning Starship","Morrissey",45,52,82,4,48
"St. Nazaire","Pixies",35,35,97,4,57
"Grazed by Heaven","Uriah Heep",36,39,99,9,56
"Gone Are The Days (Radio Edit)","Grand Slam",29,50,92,4,65
"Shut It Down","Neil Young",43,38,58,3,23
"Dance with Me","Orleans",55,56,39,3,49
"Your Smiling Face","James Taylor",60,68,52,6,77
"Reminiscing - Remastered","Little River Band",62,54,46,3,34
"Just the Way You Are","Billy Joel",68,59,45,4,51
"Sara Smile","Daryl Hall & John Oates",65,59,40,7,20
"Still the One","Orleans",58,56,62,4,59
"Shower the People","James Taylor",52,68,45,2,57
"Make It with You","Bread",64,63,36,2,47
"The Best of My Love - 2013 Remaster","Eagles",58,56,39,2,67
"Biggest Part of Me","Ambrosia",63,50,72,5,88
"What a Fool Believes","The Doobie Brothers",68,76,38,4,98
"How Sweet It Is (To Be Loved by You)","James Taylor",64,76,57,4,79
"Guitar Man","Bread",64,55,51,5,51
"One of These Nights - 2013 Remaster","Eagles",68,66,61,3,76
"On And On","Stephen Bishop",59,57,46,3,55
"Let Your Love Flow","The Bellamy Brothers",68,68,55,3,95
"She's Always a Woman","Billy Joel",71,29,32,3,38
"The Pretender","Jackson Browne",56,62,53,3,63
"Fool (If You Think It's Over)","Chris Rea",42,72,41,3,91
"Kiss on My List","Daryl Hall & John Oates",61,82,74,3,96
"I'd Really Love to See You Tonight","England Dan",61,62,56,3,59
"Promises","Eric Clapton",51,55,36,3,71
"Rikki Don't Lose That Number","Steely Dan",60,66,46,4,64
"Baby I'm-a Want You","Bread",58,61,29,3,55
"Saturday in the Park","Chicago",45,68,60,3,67
"How Long","Ace",56,72,41,3,70
"How Much I Feel","Ambrosia",58,67,51,3,52
"Lonely Boy","Andrew Gold",52,59,60,3,87
"Kiss You All Over","Exile",57,74,27,3,50
"We Just Disagree","Dave Mason",50,62,39,2,44
"I Saw the Light","Todd Rundgren",51,58,83,3,81
"Tonight's the Night (Gonna Be Alright) - 2009 Remaster","Rod Stewart",55,55,51,5,72
"Hey Nineteen","Steely Dan",60,95,30,6,73
"Shannon","Henry Gross",44,56,36,2,51
"So Into You","Atlanta Rhythm Section",54,62,41,4,78
"Hello It's Me","Todd Rundgren",54,58,85,3,78
"This Night Won't Last Forever","Michael Johnson",43,62,44,3,67
"Rhiannon","Fleetwood Mac",68,72,49,3,80
"Ride Like the Wind","Christopher Cross",64,67,71,5,81
"Any Day Now","Ronnie Milsap",48,70,53,2,62
"Save It For A Rainy Day","Stephen Bishop",49,62,54,4,73
"Steal Away - Remastered","Robbie Dupree",52,72,57,4,71
"You're No Good","Linda Ronstadt",59,67,52,3,63
"I Was Only Joking","Rod Stewart",49,68,46,3,42
"Time Passages","Al Stewart",46,69,65,3,60
"Baby Come Back","Player",56,64,60,12,55
"Chevy Van","Sammy Johns",45,45,55,4,74
"I Just Wanna Stop","Gino Vannelli",51,58,55,3,67
"Do It Again","Steely Dan",69,68,54,3,96
"Fountain of Sorrow - 2014 Remaster","Jackson Browne",45,64,50,3,41
"Little Jeannie","Elton John",45,61,39,3,75
"Sometimes When We Touch","Dan Hill",61,59,35,4,28
"Key Largo","Bertie Higgins",46,50,66,4,33
"Little Lies","Fleetwood Mac",59,63,69,3,89
"Lowdown - Edit","Boz Scaggs",60,66,79,6,93
"Burn Down The Mission","Elton John",52,43,65,4,54
"It Never Rains in Southern California","Albert Hammond",62,63,56,3,92
"I Just Want To Be Your Everything","Andy Gibb",57,65,65,3,87
"Sharing The Night Together","Dr. Hook",63,62,69,6,76
"What Can I Say","Boz Scaggs",52,72,60,3,79
"Midnight at the Oasis","Maria Muldaur",44,70,50,3,39
"When I Need You - Remastered","Leo Sayer",53,60,34,3,11
"I Don't Want to Talk About It - 2008 Remaster","Rod Stewart",66,47,37,3,46
"Escape (The Pina Colada Song)","Rupert Holmes",71,84,51,5,95
"Imaginary Lover","Atlanta Rhythm Section",42,60,37,3,41
"Into The Night","Benny Mardones",51,44,69,4,51
"Ace of Hearts","Chris Rea",36,59,65,3,61
"Sentimental Lady","Bob Welch",51,44,47,3,56
"Baker Street","Gerry Rafferty",69,50,35,3,42
"Lost In Love","Air Supply",60,58,32,3,44
"He Got You","Ronnie Milsap",41,86,50,4,78
"Sentimental Lady - 2018 Remaster","Fleetwood Mac",40,44,56,4,57
"Eye In The Sky","The Alan Parsons Project",67,82,42,3,52
"Alone Again (Naturally)","Gilbert O'Sullivan",53,56,46,4,56
"Oh Lori","Alessi Brothers",47,60,29,4,34
"Feel You Now","The Autumn Defense",36,59,54,3,62
"Big Love - 2017 Remaster","Fleetwood Mac",58,71,70,5,59
"Make Believe","TOTO",47,66,57,3,90
"Must Do Something About It - 1993 Digital Remaster","Wings",35,82,36,4,64
"Mr. Crowley - 2002 Version","Ozzy Osbourne",25,32,78,4,38
"Carry on Wayward Son","Kansas",3,48,80,3,79
"Jump","Van Halen",15,55,82,3,77
"Rock You Like A Hurricane","Scorpions",14,48,60,5,77
"(Don't Fear) The Reaper","Blue Öyster Cult",10,37,93,6,56
"We're Not Gonna Take It","Twisted Sister",58,50,92,5,92
"Cold as Ice - 2008 Remaster","Foreigner",57,55,71,3,51
"Animal","THE TRASH MERMAIDS",48,18,81,7,9
"Breaking the Law","Judas Priest",69,36,96,9,49
"Talk Dirty To Me","Poison",54,49,95,10,63
"Ramblin' Man","The Allman Brothers Band",16,31,83,4,93
"For Those About to Rock (We Salute You)","AC/DC",58,37,92,10,48
